Country,Month,Temperature,Humidity
Gabon,August,24.76,86.56
Gabon,August,30.13,60.44
Gabon,August,31.61,37.36
Gabon,August,32.08,31.79
Gabon,August,32.43,14.68
Gabon,August,33.28,75.05
Gabon,August,34.02,70.63
Gabon,August,34.03,77.18
Gabon,August,36.96,80.26
Gabon,August,37.59,32.42
Gabon,August,39.33,52.23
Gabon,August,40.42,61.5
Gabon,August,41.53,69.2
Gabon,August,42.33,28.74
Gabon,August,44.23,70.09
Gabon,August,45.21,21.49
Gabon,August,45.73,60.28
Gabon,August,49.18,19.41
Gabon,August,49.48,69.45
Gabon,July,22.02,81.68
Gabon,July,24.35,86.07
Gabon,July,25.04,24.98
Gabon,July,25.33,69.76
Gabon,July,26.24,31.25
Gabon,July,27.28,75.24
Gabon,July,27.64,48.38
Gabon,July,28.78,81.83
Gabon,July,29.73,75.88
Gabon,July,32.99,35.72
Gabon,July,35.75,18.99
Gabon,July,35.9,68.97
Gabon,July,36.1,53.39
Gabon,July,37.7,47.62
Gabon,July,38.77,85.53
Gabon,July,39.65,15.41
Gabon,July,45.2,33.55
Gabon,July,45.28,11.21
Gabon,July,45.52,24.04
Gabon,July,46.66,12.42
Gabon,July,47.71,26.15
Gabon,June,23.81,59.92
Gabon,June,26.33,72.9
Gabon,June,27.78,48.27
Gabon,June,30.71,71.45
Gabon,June,30.7,36.82
Gabon,June,32.15,75.8
Gabon,June,32.17,30.77
Gabon,June,32.97,60.85
Gabon,June,34.36,11.52
Gabon,June,34.41,87.64
Gabon,June,35.34,74.45
Gabon,June,36.29,26.96
Gabon,June,40.72,54.54
Gabon,June,42.75,21.19
Gabon,June,46.23,50.99
Gabon,June,46.78,11.19
Gabon,June,49.62,47.4
Gabon,May,20.49,56.76
Gabon,May,21.32,28.04
Gabon,May,21.7,39.81
Gabon,May,22.89,21.93
Gabon,May,24.08,30.94
Gabon,May,24.47,60.3
Gabon,May,24.56,29.44
Gabon,May,25.01,82.08
Gabon,May,25.11,20.44
Gabon,May,26.14,82.48
Gabon,May,27.04,81.51
Gabon,May,27.95,68.14
Gabon,May,29.86,75.05
Gabon,May,30.47,42.95
Gabon,May,31.79,63.27
Gabon,May,34.39,61.82
Gabon,May,34.72,16.36
Gabon,May,35.11,49.6
Gabon,May,35.22,45.65
Gabon,May,38.3,80.38
Gabon,May,39.31,41.39
Gabon,May,39.38,17.81
Gabon,May,39.73,82.01
Gabon,May,41.94,56.02
Gabon,May,42.59,88.25
Gabon,May,44.12,89.7
Gabon,May,49.79,86.78
Gambia,August,20.29,82.37
Gambia,August,21.88,32.72
Gambia,August,23.02,88.49
Gambia,August,24.66,49.18
Gambia,August,26.93,50.06
Gambia,August,27.57,58.64
Gambia,August,31.76,15.65
Gambia,August,31.86,79.69
Gambia,August,34.98,61.33
Gambia,August,36.56,46.04
Gambia,August,37.29,66.35
Gambia,August,38.11,82.86
Gambia,August,38.5,17.63
Gambia,August,40.3,13.15
Gambia,August,42.62,41.08
Gambia,August,43.37,31.39
Gambia,August,43.84,31.41
Gambia,August,43.94,62.58
Gambia,August,43.95,36.73
Gambia,August,46.56,26.23
Gambia,July,21.08,61.46
Gambia,July,23.39,43.14
Gambia,July,25.11,67.59
Gambia,July,25.27,21.59
Gambia,July,35.3,33.69
Gambia,July,37.12,26.51
Gambia,July,38.31,57.23
Gambia,July,38.53,81.3
Gambia,July,39.13,22.13
Gambia,July,39.41,60.12
Gambia,July,41.03,30.87
Gambia,July,41.85,15.22
Gambia,July,42.51,45.06
Gambia,July,43.77,31.55
Gambia,July,44.15,21.04
Gambia,July,45.01,41.16
Gambia,July,47.33,39.32
Gambia,July,49.1,26.43
Gambia,July,49.97,26.4
Gambia,June,20.48,55.35
Gambia,June,27.48,42.39
Gambia,June,27.8,20.46
Gambia,June,29.54,41.85
Gambia,June,29.73,27.74
Gambia,June,31.26,12.91
Gambia,June,31.71,39.89
Gambia,June,32.54,30.86
Gambia,June,34.56,21.39
Gambia,June,37.51,45.02
Gambia,June,38.5,17.02
Gambia,June,39.31,75.24
Gambia,June,39.43,75.15
Gambia,June,39.96,86.82
Gambia,June,40.37,79.04
Gambia,June,41.67,45.78
Gambia,June,44.18,31.41
Gambia,June,46.0,13.35
Gambia,June,47.37,79.81
Gambia,June,47.81,79.74
Gambia,June,48.43,52.03
Gambia,May,20.62,70.94
Gambia,May,20.66,71.94
Gambia,May,20.84,88.98
Gambia,May,22.02,34.07
Gambia,May,22.62,89.84
Gambia,May,23.75,89.35
Gambia,May,23.8,40.37
Gambia,May,23.86,68.4
Gambia,May,23.91,56.66
Gambia,May,24.26,44.22
Gambia,May,24.53,77.5
Gambia,May,29.53,19.05
Gambia,May,30.29,19.87
Gambia,May,30.58,28.36
Gambia,May,31.15,60.45
Gambia,May,31.9,56.88
Gambia,May,34.27,29.69
Gambia,May,35.31,69.7
Gambia,May,35.82,82.1
Gambia,May,36.18,51.0
Gambia,May,37.7,27.79
Gambia,May,38.08,27.06
Gambia,May,41.21,38.36
Gambia,May,42.07,46.32
Gambia,May,44.3,72.1
Gambia,May,44.51,32.08
Gambia,May,45.98,84.4
Gambia,May,47.25,72.14
Gambia,May,48.29,70.7
Gambia,May,49.56,66.87
Ghana,August,20.68,88.53
Ghana,August,21.03,87.62
Ghana,August,21.35,76.05
Ghana,August,22.54,33.61
Ghana,August,22.73,72.9
Ghana,August,25.93,12.73
Ghana,August,25.94,76.74
Ghana,August,28.09,12.54
Ghana,August,28.49,30.04
Ghana,August,29.04,74.93
Ghana,August,29.37,42.6
Ghana,August,30.35,32.74
Ghana,August,30.75,52.13
Ghana,August,33.32,51.4
Ghana,August,34.71,49.4
Ghana,August,35.11,18.05
Ghana,August,36.0,51.55
Ghana,August,37.8,17.91
Ghana,August,39.02,65.25
Ghana,August,44.8,24.98
Ghana,August,44.86,64.64
Ghana,August,45.83,35.43
Ghana,August,46.5,44.79
Ghana,August,47.22,12.93
Ghana,August,48.28,37.57
Ghana,August,49.04,68.69
Ghana,August,49.4,16.09
Ghana,July,23.56,53.72
Ghana,July,24.52,34.52
Ghana,July,25.17,60.4
Ghana,July,26.79,31.72
Ghana,July,27.87,48.56
Ghana,July,27.92,18.73
Ghana,July,28.68,19.22
Ghana,July,29.0,54.7
Ghana,July,30.04,17.72
Ghana,July,31.08,27.7
Ghana,July,31.59,46.58
Ghana,July,33.49,20.1
Ghana,July,33.93,56.92
Ghana,July,34.52,30.67
Ghana,July,35.42,34.42
Ghana,July,38.1,12.68
Ghana,July,40.96,20.01
Ghana,July,46.02,35.15
Ghana,July,47.72,60.92
Ghana,June,21.04,56.27
Ghana,June,22.97,20.34
Ghana,June,24.13,85.18
Ghana,June,26.94,64.12
Ghana,June,28.43,39.62
Ghana,June,28.63,72.38
Ghana,June,32.04,22.51
Ghana,June,32.23,34.86
Ghana,June,32.27,67.68
Ghana,June,32.36,23.7
Ghana,June,32.67,39.42
Ghana,June,32.83,88.38
Ghana,June,33.66,42.9
Ghana,June,33.84,45.36
Ghana,June,36.11,60.25
Ghana,June,38.56,20.21
Ghana,June,39.86,39.37
Ghana,June,42.15,26.38
Ghana,June,42.76,27.36
Ghana,June,43.18,68.0
Ghana,June,43.43,10.47
Ghana,June,44.47,43.27
Ghana,June,44.57,69.12
Ghana,June,47.9,43.4
Ghana,June,48.77,86.38
Ghana,June,48.81,82.44
Ghana,June,48.86,25.42
Ghana,May,25.99,34.27
Ghana,May,31.95,57.55
Ghana,May,32.82,56.08
Ghana,May,39.02,36.86
Ghana,May,39.78,53.46
Ghana,May,43.17,26.1
Ghana,May,46.21,47.65
Ghana,May,48.86,52.19
Guinea,August,20.88,11.86
Guinea,August,21.32,84.62
Guinea,August,23.33,26.66
Guinea,August,27.9,19.35
Guinea,August,28.41,37.92
Guinea,August,28.79,59.54
Guinea,August,30.17,33.73
Guinea,August,30.18,89.2
Guinea,August,30.39,51.95
Guinea,August,32.15,16.31
Guinea,August,32.42,70.32
Guinea,August,36.71,19.65
Guinea,August,37.18,17.02
Guinea,August,38.29,78.87
Guinea,August,40.02,26.21
Guinea,August,40.25,37.72
Guinea,August,41.15,88.06
Guinea,August,42.07,19.29
Guinea,August,42.52,78.88
Guinea,August,43.42,58.56
Guinea,August,43.78,53.66
Guinea,August,44.18,26.29
Guinea,August,45.52,58.89
Guinea,August,48.07,66.17
Guinea,August,48.15,66.34
Guinea-Bissau,August,20.27,42.06
Guinea-Bissau,August,22.02,85.17
Guinea-Bissau,August,22.05,65.95
Guinea-Bissau,August,22.17,86.85
Guinea-Bissau,August,22.95,76.28
Guinea-Bissau,August,23.22,82.57
Guinea-Bissau,August,26.18,51.67
Guinea-Bissau,August,26.37,75.53
Guinea-Bissau,August,27.03,10.67
Guinea-Bissau,August,27.67,37.09
Guinea-Bissau,August,28.15,32.47
Guinea-Bissau,August,28.31,45.5
Guinea-Bissau,August,29.84,17.3
Guinea-Bissau,August,29.93,71.78
Guinea-Bissau,August,30.75,51.19
Guinea-Bissau,August,32.42,30.87
Guinea-Bissau,August,32.48,20.91
Guinea-Bissau,August,34.96,27.16
Guinea-Bissau,August,35.21,76.54
Guinea-Bissau,August,35.55,12.74
Guinea-Bissau,August,40.22,26.0
Guinea-Bissau,August,40.46,40.96
Guinea-Bissau,August,44.51,88.77
Guinea-Bissau,August,44.71,58.8
Guinea-Bissau,August,45.73,64.03
Guinea-Bissau,August,46.58,79.88
Guinea-Bissau,August,46.82,86.56
Guinea-Bissau,August,47.05,60.06
Guinea-Bissau,August,47.15,48.39
Guinea-Bissau,August,49.44,28.94
Guinea-Bissau,July,21.27,29.82
Guinea-Bissau,July,23.3,28.52
Guinea-Bissau,July,24.35,34.26
Guinea-Bissau,July,25.41,15.73
Guinea-Bissau,July,26.82,42.42
Guinea-Bissau,July,29.37,50.34
Guinea-Bissau,July,30.54,28.33
Guinea-Bissau,July,30.74,28.58
Guinea-Bissau,July,30.76,83.88
Guinea-Bissau,July,31.88,35.33
Guinea-Bissau,July,34.68,28.98
Guinea-Bissau,July,35.38,21.26
Guinea-Bissau,July,39.68,33.29
Guinea-Bissau,July,41.4,76.84
Guinea-Bissau,July,41.84,54.78
Guinea-Bissau,July,42.65,78.64
Guinea-Bissau,July,42.71,49.32
Guinea-Bissau,July,43.75,52.91
Guinea-Bissau,July,44.59,18.54
Guinea-Bissau,July,46.81,85.22
Guinea-Bissau,July,46.89,30.04
Guinea-Bissau,July,48.09,46.29
Guinea-Bissau,July,49.14,75.35
Guinea-Bissau,July,49.86,63.28
Guinea-Bissau,June,21.09,40.46
Guinea-Bissau,June,22.35,55.08
Guinea-Bissau,June,22.38,15.27
Guinea-Bissau,June,23.45,64.22
Guinea-Bissau,June,23.76,15.28
Guinea-Bissau,June,25.07,19.79
Guinea-Bissau,June,26.69,64.57
Guinea-Bissau,June,29.33,66.52
Guinea-Bissau,June,29.5,28.65
Guinea-Bissau,June,31.15,64.39
Guinea-Bissau,June,32.73,34.17
Guinea-Bissau,June,34.62,42.82
Guinea-Bissau,June,34.79,44.85
Guinea-Bissau,June,36.93,34.67
Guinea-Bissau,June,38.0,48.32
Guinea-Bissau,June,39.54,68.29
Guinea-Bissau,June,42.41,47.27
Guinea-Bissau,June,42.64,12.92
Guinea-Bissau,June,43.56,59.12
Guinea-Bissau,June,45.44,69.82
Guinea-Bissau,June,47.31,24.88
Guinea-Bissau,June,47.96,23.17
Guinea-Bissau,June,48.41,74.36
Guinea-Bissau,June,48.71,79.15
Guinea-Bissau,May,21.26,19.26
Guinea-Bissau,May,24.21,67.49
Guinea-Bissau,May,25.47,47.42
Guinea-Bissau,May,25.63,21.6
Guinea-Bissau,May,25.92,10.06
Guinea-Bissau,May,27.89,20.14
Guinea-Bissau,May,27.89,79.4
Guinea-Bissau,May,31.71,55.84
Guinea-Bissau,May,32.11,53.55
Guinea-Bissau,May,34.0,75.8
Guinea-Bissau,May,35.59,47.03
Guinea-Bissau,May,36.68,60.29
Guinea-Bissau,May,37.05,76.07
Guinea-Bissau,May,37.22,88.63
Guinea-Bissau,May,38.94,58.82
Guinea-Bissau,May,38.95,80.65
Guinea-Bissau,May,39.48,43.02
Guinea-Bissau,May,40.14,68.72
Guinea-Bissau,May,40.31,26.9
Guinea-Bissau,May,42.01,42.88
Guinea-Bissau,May,42.6,44.27
Guinea-Bissau,May,44.25,36.04
Guinea-Bissau,May,45.11,63.87
Guinea-Bissau,May,45.19,45.71
Guinea-Bissau,May,47.17,10.93
Guinea,July,20.55,73.85
Guinea,July,22.4,57.03
Guinea,July,25.61,88.66
Guinea,July,26.66,36.99
Guinea,July,27.26,71.34
Guinea,July,27.84,11.1
Guinea,July,28.37,11.11
Guinea,July,28.42,55.8
Guinea,July,29.44,57.69
Guinea,July,31.3,56.84
Guinea,July,31.41,34.77
Guinea,July,37.11,83.39
Guinea,July,37.73,68.1
Guinea,July,38.1,89.77
Guinea,July,39.54,73.86
Guinea,July,40.18,62.94
Guinea,July,41.34,43.59
Guinea,July,42.23,51.14
Guinea,July,42.53,48.58
Guinea,July,42.58,10.92
Guinea,July,44.98,75.76
Guinea,July,45.94,86.34
Guinea,July,47.31,60.83
Guinea,July,47.47,56.37
Guinea,July,48.2,24.79
Guinea,July,48.71,61.94
Guinea,July,48.7,68.78
Guinea,July,49.99,45.68
Guinea,June,20.04,15.0
Guinea,June,21.69,12.08
Guinea,June,26.27,72.96
Guinea,June,26.77,88.43
Guinea,June,27.54,61.46
Guinea,June,28.08,24.4
Guinea,June,29.05,36.88
Guinea,June,29.37,86.32
Guinea,June,30.62,68.57
Guinea,June,31.5,54.47
Guinea,June,32.03,79.21
Guinea,June,32.49,62.44
Guinea,June,32.99,45.46
Guinea,June,33.95,84.56
Guinea,June,35.54,63.03
Guinea,June,37.22,74.61
Guinea,June,38.53,47.69
Guinea,June,38.93,56.68
Guinea,June,40.31,51.43
Guinea,June,42.05,21.37
Guinea,June,42.76,26.91
Guinea,June,43.23,13.09
Guinea,June,44.5,78.68
Guinea,June,45.53,88.15
Guinea,June,49.38,73.87
Guinea,May,20.35,85.06
Guinea,May,20.89,56.99
Guinea,May,20.91,16.49
Guinea,May,21.68,81.49
Guinea,May,22.3,80.86
Guinea,May,25.28,72.13
Guinea,May,25.56,55.49
Guinea,May,28.01,47.02
Guinea,May,29.79,21.15
Guinea,May,30.61,79.32
Guinea,May,31.0,38.65
Guinea,May,31.22,45.33
Guinea,May,31.62,43.83
Guinea,May,35.68,20.16
Guinea,May,40.49,70.84
Guinea,May,41.01,59.47
Guinea,May,41.31,86.85
Guinea,May,41.69,80.39
Guinea,May,43.39,85.69
Guinea,May,43.59,15.82
Guinea,May,46.97,55.91
Guinea,May,48.21,44.13
Ivory Coast,August,20.65,31.65
Ivory Coast,August,22.82,53.76
Ivory Coast,August,22.94,34.8
Ivory Coast,August,25.65,24.05
Ivory Coast,August,26.18,56.77
Ivory Coast,August,26.31,85.32
Ivory Coast,August,27.16,36.8
Ivory Coast,August,27.46,70.44
Ivory Coast,August,30.78,30.0
Ivory Coast,August,31.28,49.5
Ivory Coast,August,33.77,17.48
Ivory Coast,August,34.68,54.29
Ivory Coast,August,37.2,17.62
Ivory Coast,August,38.66,68.52
Ivory Coast,August,39.35,52.41
Ivory Coast,August,39.9,11.68
Ivory Coast,August,42.52,86.4
Ivory Coast,August,43.18,88.45
Ivory Coast,August,43.2,71.87
Ivory Coast,August,43.89,80.36
Ivory Coast,August,45.05,65.86
Ivory Coast,August,45.64,21.65
Ivory Coast,August,46.95,58.71
Ivory Coast,August,48.27,15.8
Ivory Coast,August,49.77,71.66
Ivory Coast,August,49.8,15.28
Ivory Coast,July,21.22,76.14
Ivory Coast,July,23.19,38.22
Ivory Coast,July,27.44,29.01
Ivory Coast,July,27.51,48.59
Ivory Coast,July,29.27,29.92
Ivory Coast,July,29.54,10.91
Ivory Coast,July,35.67,36.46
Ivory Coast,July,36.93,44.48
Ivory Coast,July,37.42,62.58
Ivory Coast,July,38.14,34.67
Ivory Coast,July,38.53,31.87
Ivory Coast,July,39.56,48.16
Ivory Coast,July,40.48,14.25
Ivory Coast,July,41.32,49.42
Ivory Coast,July,41.38,52.57
Ivory Coast,July,41.86,80.25
Ivory Coast,July,43.57,35.65
Ivory Coast,July,46.9,27.84
Ivory Coast,July,48.41,87.33
Ivory Coast,June,21.71,70.78
Ivory Coast,June,23.16,74.18
Ivory Coast,June,25.53,34.08
Ivory Coast,June,26.56,80.66
Ivory Coast,June,26.6,66.06
Ivory Coast,June,27.49,57.79
Ivory Coast,June,31.44,52.13
Ivory Coast,June,32.73,77.04
Ivory Coast,June,33.39,52.52
Ivory Coast,June,38.95,51.65
Ivory Coast,June,40.42,37.19
Ivory Coast,June,40.53,66.03
Ivory Coast,June,43.34,78.72
Ivory Coast,June,47.24,85.5
Ivory Coast,May,22.32,37.82
Ivory Coast,May,22.56,21.14
Ivory Coast,May,23.85,46.1
Ivory Coast,May,24.21,51.15
Ivory Coast,May,24.58,73.11
Ivory Coast,May,25.91,65.18
Ivory Coast,May,26.51,78.68
Ivory Coast,May,26.79,13.62
Ivory Coast,May,26.9,51.07
Ivory Coast,May,27.13,40.01
Ivory Coast,May,31.02,40.99
Ivory Coast,May,34.61,37.54
Ivory Coast,May,35.87,88.62
Ivory Coast,May,35.9,57.98
Ivory Coast,May,38.79,79.78
Ivory Coast,May,38.83,79.14
Ivory Coast,May,39.08,49.13
Ivory Coast,May,39.54,11.97
Ivory Coast,May,41.09,50.28
Ivory Coast,May,41.19,46.01
Ivory Coast,May,43.39,67.69
Ivory Coast,May,44.22,82.23
Kenya,August,20.24,48.61
Kenya,August,22.55,72.04
Kenya,August,24.22,82.5
Kenya,August,25.16,79.46
Kenya,August,25.24,66.76
Kenya,August,25.77,47.6
Kenya,August,26.07,22.49
Kenya,August,26.09,25.64
Kenya,August,28.51,54.12
Kenya,August,29.76,85.47
Kenya,August,30.68,47.9
Kenya,August,32.35,31.79
Kenya,August,32.48,46.37
Kenya,August,35.39,84.0
Kenya,August,36.18,66.54
Kenya,August,37.4,68.33
Kenya,August,38.16,80.38
Kenya,August,39.52,23.61
Kenya,August,39.61,40.31
Kenya,August,40.06,62.55
Kenya,August,40.22,73.54
Kenya,August,40.68,60.53
Kenya,August,41.01,13.68
Kenya,August,41.12,70.99
Kenya,August,44.19,14.06
Kenya,August,45.65,73.9
Kenya,August,45.73,46.99
Kenya,August,46.41,28.76
Kenya,August,47.16,48.45
Kenya,August,47.45,51.75
Kenya,July,23.39,21.0
Kenya,July,23.8,20.14
Kenya,July,24.39,35.93
Kenya,July,26.77,50.59
Kenya,July,27.4,17.38
Kenya,July,30.95,40.1
Kenya,July,30.99,67.09
Kenya,July,31.35,41.8
Kenya,July,32.37,25.49
Kenya,July,32.62,79.68
Kenya,July,33.04,75.39
Kenya,July,33.14,34.85
Kenya,July,35.43,30.55
Kenya,July,36.76,76.2
Kenya,July,37.08,60.54
Kenya,July,37.67,25.41
Kenya,July,39.73,53.51
Kenya,July,43.03,28.91
Kenya,July,43.03,87.48
Kenya,July,43.04,71.78
Kenya,July,43.55,82.25
Kenya,July,45.58,39.72
Kenya,July,46.86,22.42
Kenya,July,48.61,29.76
Kenya,June,20.14,10.82
Kenya,June,20.53,49.45
Kenya,June,21.13,59.94
Kenya,June,21.8,44.21
Kenya,June,23.3,26.96
Kenya,June,24.17,73.93
Kenya,June,25.65,75.59
Kenya,June,29.74,86.55
Kenya,June,30.34,46.19
Kenya,June,30.38,86.47
Kenya,June,31.04,79.32
Kenya,June,31.78,18.3
Kenya,June,32.89,38.13
Kenya,June,34.71,29.84
Kenya,June,37.04,62.17
Kenya,June,41.34,89.23
Kenya,June,42.12,60.93
Kenya,June,43.37,32.56
Kenya,May,20.1,61.49
Kenya,May,20.36,61.59
Kenya,May,20.58,10.17
Kenya,May,23.72,40.57
Kenya,May,24.04,30.02
Kenya,May,26.78,28.86
Kenya,May,29.4,63.5
Kenya,May,29.59,27.02
Kenya,May,30.32,64.65
Kenya,May,33.67,15.38
Kenya,May,34.12,16.96
Kenya,May,34.6,26.38
Kenya,May,34.9,81.03
Kenya,May,37.91,70.1
Kenya,May,43.51,71.01
Kenya,May,45.48,37.56
Kenya,May,46.14,58.35
Kenya,May,46.98,58.83
Kenya,May,47.42,58.38
Kenya,May,48.39,31.35
Kenya,May,49.09,71.15
Kenya,May,49.44,45.53
Lesotho,August,21.05,24.12
Lesotho,August,22.45,18.84
Lesotho,August,24.14,20.67
Lesotho,August,24.32,81.79
Lesotho,August,29.22,72.1
Lesotho,August,29.69,22.61
Lesotho,August,29.88,59.39
Lesotho,August,30.4,28.67
Lesotho,August,34.11,85.63
Lesotho,August,36.2,18.04
Lesotho,August,38.56,61.22
Lesotho,August,38.95,52.11
Lesotho,August,41.87,44.29
Lesotho,August,41.93,52.85
Lesotho,August,42.56,36.35
Lesotho,August,44.37,62.2
Lesotho,August,44.38,31.03
Lesotho,August,47.31,49.46
Lesotho,July,21.22,31.17
Lesotho,July,21.3,37.48
Lesotho,July,22.04,71.53
Lesotho,July,22.47,55.78
Lesotho,July,23.36,75.53
Lesotho,July,25.09,30.41
Lesotho,July,26.55,40.84
Lesotho,July,26.75,20.56
Lesotho,July,27.06,21.99
Lesotho,July,27.19,39.99
Lesotho,July,30.8,79.97
Lesotho,July,31.23,45.78
Lesotho,July,31.68,65.72
Lesotho,July,32.03,40.81
Lesotho,July,33.73,42.41
Lesotho,July,35.25,38.37
Lesotho,July,35.53,58.69
Lesotho,July,36.38,50.97
Lesotho,July,37.48,11.08
Lesotho,July,38.12,70.6
Lesotho,July,40.1,31.74
Lesotho,July,41.02,61.83
Lesotho,July,41.05,42.92
Lesotho,July,43.58,76.98
Lesotho,July,45.02,10.7
Lesotho,July,45.42,38.14
Lesotho,July,46.38,31.79
Lesotho,July,48.02,58.37
Lesotho,July,48.16,81.36
Lesotho,June,20.32,39.2
Lesotho,June,21.58,34.81
Lesotho,June,21.87,29.6
Lesotho,June,22.47,41.25
Lesotho,June,22.47,54.96
Lesotho,June,25.8,28.53
Lesotho,June,26.21,60.62
Lesotho,June,26.84,78.71
Lesotho,June,30.08,78.92
Lesotho,June,32.06,60.82
Lesotho,June,32.08,49.07
Lesotho,June,34.49,12.52
Lesotho,June,35.01,23.53
Lesotho,June,36.18,78.14
Lesotho,June,37.4,33.13
Lesotho,June,37.49,48.09
Lesotho,June,38.57,20.45
Lesotho,June,38.72,52.2
Lesotho,June,39.99,14.65
Lesotho,June,44.65,87.84
Lesotho,June,45.55,29.88
Lesotho,June,48.34,71.75
Lesotho,June,48.74,41.91
Lesotho,June,48.99,79.1
Lesotho,May,22.38,48.49
Lesotho,May,25.07,46.03
Lesotho,May,25.27,64.66
Lesotho,May,25.31,77.4
Lesotho,May,25.92,28.75
Lesotho,May,26.05,25.81
Lesotho,May,28.27,48.55
Lesotho,May,29.15,58.22
Lesotho,May,30.33,38.68
Lesotho,May,31.34,49.51
Lesotho,May,31.54,83.39
Lesotho,May,33.42,18.27
Lesotho,May,33.43,13.93
Lesotho,May,34.49,75.6
Lesotho,May,34.68,68.23
Lesotho,May,34.97,24.32
Lesotho,May,35.39,65.51
Lesotho,May,36.15,32.23
Lesotho,May,40.14,24.47
Lesotho,May,40.8,67.64
Lesotho,May,41.42,38.59
Lesotho,May,41.48,44.34
Lesotho,May,41.81,89.14
Lesotho,May,46.42,56.79
Lesotho,May,46.73,70.18
Lesotho,May,47.72,44.48
Lesotho,May,47.87,41.33
Lesotho,May,48.1,17.69
Liberia,August,20.69,87.05
Liberia,August,23.63,44.78
Liberia,August,23.78,73.24
Liberia,August,23.88,68.1
Liberia,August,25.48,86.48
Liberia,August,26.0,84.18
Liberia,August,27.34,21.49
Liberia,August,27.64,58.55
Liberia,August,28.17,48.43
Liberia,August,29.72,81.33
Liberia,August,29.73,15.37
Liberia,August,31.92,10.87
Liberia,August,36.05,53.24
Liberia,August,36.1,39.72
Liberia,August,39.49,57.51
Liberia,August,41.15,39.81
Liberia,August,41.23,71.0
Liberia,August,43.38,78.21
Liberia,August,45.42,43.56
Liberia,August,48.44,49.12
Liberia,July,20.87,48.1
Liberia,July,20.93,26.87
Liberia,July,21.42,85.82
Liberia,July,22.68,25.71
Liberia,July,23.32,16.65
Liberia,July,25.28,57.7
Liberia,July,25.73,50.35
Liberia,July,29.08,88.34
Liberia,July,31.05,21.98
Liberia,July,31.33,13.25
Liberia,July,31.56,23.46
Liberia,July,32.88,11.37
Liberia,July,33.75,52.64
Liberia,July,33.88,68.23
Liberia,July,36.38,74.95
Liberia,July,39.58,40.08
Liberia,July,40.32,18.49
Liberia,July,40.88,71.99
Liberia,July,42.68,33.96
Liberia,July,47.69,32.1
Liberia,July,47.89,33.88
Liberia,July,48.84,28.74
Liberia,July,49.01,78.08
Liberia,July,49.63,78.81
Liberia,June,20.36,47.61
Liberia,June,21.06,86.69
Liberia,June,21.36,53.87
Liberia,June,24.93,49.53
Liberia,June,25.89,13.15
Liberia,June,26.96,17.13
Liberia,June,28.62,35.06
Liberia,June,29.1,74.2
Liberia,June,30.0,87.85
Liberia,June,30.85,79.67
Liberia,June,31.44,63.01
Liberia,June,33.66,41.03
Liberia,June,34.12,35.98
Liberia,June,34.53,22.07
Liberia,June,38.54,65.54
Liberia,June,39.84,80.89
Liberia,June,40.06,31.77
Liberia,June,41.96,58.03
Liberia,June,44.64,35.33
Liberia,June,45.89,86.78
Liberia,June,47.8,81.95
Liberia,June,48.08,34.57
Liberia,June,48.25,48.69
Liberia,May,20.88,47.64
Liberia,May,21.66,60.04
Liberia,May,21.69,16.77
Liberia,May,21.91,54.78
Liberia,May,23.16,62.7
Liberia,May,23.3,68.04
Liberia,May,25.72,11.52
Liberia,May,26.14,77.26
Liberia,May,29.27,44.91
Liberia,May,29.86,44.11
Liberia,May,31.31,75.14
Liberia,May,33.59,87.9
Liberia,May,34.67,68.99
Liberia,May,36.5,25.33
Liberia,May,39.09,14.46
Liberia,May,40.01,85.92
Liberia,May,41.74,89.36
Liberia,May,42.5,82.88
Liberia,May,43.94,67.38
Liberia,May,48.6,85.84
Liberia,May,49.97,79.11
Libya,August,20.02,26.:!grep ':!grep ':!grep '42
Libya,August,20.5,76.05
Libya,August,20.92,74.0
Libya,August,21.51,60.34
Libya,August,25.01,63.12
Libya,August,25.76,48.32
Libya,August,26.73,35.25
Libya,August,31.94,26.88
Libya,August,32.73,78.33
Libya,August,35.08,69.3
Libya,August,35.08,76.11
Libya,August,35.74,10.26
Libya,August,37.78,13.84
Libya,August,41.92,68.31
Libya,August,45.13,26.54
Libya,August,45.79,47.19
Libya,August,47.61,80.58
Libya,August,49.44,81.86
Libya,August,49.67,63.15
Libya,July,21.4,67.78
Libya,July,21.85,48.16
Libya,July,25.71,30.68
Libya,July,26.02,36.75
Libya,July,29.02,68.14
Libya,July,30.75,60.55
Libya,July,31.34,73.12
Libya,July,34.0,72.63
Libya,July,36.07,53.27
Libya,July,36.65,40.52
Libya,July,38.41,18.94
Libya,July,38.74,53.24
Libya,July,41.13,67.2
Libya,July,42.52,37.17
Libya,July,46.12,59.62
Libya,July,46.49,48.23
Libya,July,46.73,25.62
Libya,July,47.61,62.22
Libya,July,48.57,63.08
Libya,July,49.68,15.9
Libya,June,20.84,13.86
Libya,June,21.05,81.32
Libya,June,22.03,69.79
Libya,June,22.28,27.81
Libya,June,25.15,19.33
Libya,June,25.21,82.91
Libya,June,26.36,27.88
Libya,June,26.65,41.88
Libya,June,26.95,88.7
Libya,June,26.9,86.3
Libya,June,27.12,88.86
Libya,June,28.66,76.4
Libya,June,28.99,19.97
Libya,June,29.27,15.71
Libya,June,30.44,40.43
Libya,June,30.72,55.5
Libya,June,30.89,56.63
Libya,June,31.01,77.78
Libya,June,31.38,49.5
